"Gene.name"	"SRR6068402"	"SRR6068403"	"SRR6068404"	"SRR6068405"	"SRR6068406"	"SRR6068407"	"SRR6068408"	"SRR6068409"
"Nefm"	0.0835841	0.1117255	0.1304814	0.332845	0.0139214	0.06096	0.10442	0.110926
"Negr1"	0.490677	1.5827203	0.1927068	0.4081692	0.975201	1.109567	0.36692	0.561722
"Neil1"	2.493566	2.351708	0.977154	0.671339	1.868053	3.206788	2.859816	3.430804
"Neil2"	0.3646278	0.26462361	0.1252295	0.0944715	0.401627	0.334904	0.434473	0.324904
"Neil3"	0.0980076	0.118371	0.0940475	0.0992275	0.217773	0.209647	7.291584	9.00574
"Nek1"	2.433346	3.199412	1.03046400149751	1.100462	3.65065	3.453796	4.078024	4.64776
"Nek10"	0.0316878	0.0867442	0.0944944	0.360899	0.015367770318751	0.030070184	0.0594159	0.0753311
"Nek11"	0.157726	0.222365	0.38778	0.745962	0.144123	0.772615	0.530719	0.675833
"Nek2"	0.01598574	0.26043	0.1284276	0.1832888	0.1995658	0.268992	3.93868	5.48282
"Nek3"	0.997483	1.445814369	0.365401	0.53444	0.89379	1.399119	0.966738	1.4617628232
"Nek4"	1.1987156	1.379022	0.5332191	0.745682751	1.56399	1.6623709	3.516213	3.202948
"Nek5"	0	0	0.0219322	0.167185	0.023383	0.0510218	0.0516691	0.0717094
"Nek6"	2.0837021	2.182753	8.9055428	3.846044	2.5899765	2.464472	22.66945	25.90578
"Nek7"	19.93528	24.94246	22.31715	9.030488	25.74959	24.09929	29.51978	34.83489
"Nek8"	0.47308	0.510254	0.575198	0.0807528	0	0.437807	0.801601	1.43098
"Nek9"	21.6912	24.7506	15.1282	4.72571	20.1623	24.6041	12.6803	15.3559
"Nelfa"	3.12396	2.86826	2.37531	1.19789	3.17626	3.51461	4.44459	5.4036
"Nelfb"	7.858683	9.03711353436	4.99559	1.232933	8.052208	6.60304	10.524466	10.3558
"Nelfcd"	8.30998	9.32135	4.38109	1.097765	6.999416	7.502318	6.935161	7.985817
"Nelfe"	5.590648	6.007682	3.078688	0.839217	5.789258	4.501487	14.7886200028946	17.40354
"Nell1"	0	0.0607379	0	0.1984726	0	0.0165783	0	0
"Nell2"	0	0.1054430730715	0.0220539	0.2627399	0	0.0391078	0.021522	0.017928
"Nemf"	5.98895	9.3636	6.15632	4.69086	9.66957	10.984835	20.660301	19.7895
"Nemp1"	0.8145762	0.807003	0.55423	0.7041161	0.705692	1.16985	3.382917	4.421441
"Nemp2"	0.232634	0.128687	0.162706	0.112229	0.195442	0.422485	0.971148	2.05651
"Nenf"	58.7639	61.4431	25.4237	9.23837	57.9725	55.3597	56.6924	62.7294
"Neo1"	12.12192	14.36548	3.188324	1.9703665	13.45448	13.48416	3.99841185952	5.77021
"Nepn"	1.0696778	1.514627	0.321318	0.493117	1.390233	0.982063	0.160305	0.127402
"Nepro"	1.49669	1.82326	3.11238	1.65616	1.1895	1.50449	2.93388	4.75653
"Nes"	3.95654	4.55628	8.968	3.76381	3.85525	4.43214	27.2051	22.3901
"Net1"	1.81248	2.562807	1.948	1.1552752	3.132525	2.103322	5.87655	6.566733
"Neto1"	0	0.0851648	0.0427216	0.17586	0.00615888	0.0132539	0	0.0264465
"Neto2"	0.2012321	0.1883851	0.391369	0.2466652	0.260348	0.385883	1.21610931548	1.351603
"Neu1"	4.81952	5.58245	3.42112	0.367726	4.42322	3.54272	7.88225	13.1036
"Neu2"	0.190422	0.194041	0.0956156	0.2058542	0.0693159	0.0378031	0.196987	0
"Neu3"	2.0671	1.6634	0.941081	1.0014	1.75425	2.1121	1.47547	1.86112
"Neu4"	0.0112721	0.0362862	0.0226395	0.299187	0.0225323	0.0860611	0.0124674	0.0123287
"Neurl1a"	0.584314	0.5274409	0.37508360459537	0.339219	0.359429	0.76464	0.4481891	0.373514
"Neurl1b"	0.8783375	1.0243227	0.4535206	0.4690791	0.685777	1.5674492	1.95783	1.926483
"Neurl2"	20.2227	19.1903	4.57257	1.13984	13.5285	14.0125	2.55869	2.79688
"Neurl3"	2.265198	2.3263223	5.715997	5.152091	2.895832	5.320895	18.42308	20.6662
"Neurl4"	6.979667522	6.337541	2.636147	0.831028	5.1575200307156	7.1730848	3.45164	3.177222
"Neurod1"	0.0763212	0.0613741	0.0574838	0.0808661	0	0.0623934	0.0210719	0
"Neurod2"	0	0.0176447	0.0758465	0.174845	0.0164296	0	0.0181759	0.0360075
"Neurod4"	0	0	0	0.0913396	0	0	0	0
"Neurod6"	0.0492448	0.0548423	0.0782142	0.367687	0.0737709	0.24881	0.0599703	0.0862352
"Neurog1"	0	0	0	0.108812	0	0	0	0
"Neurog2"	0	0	0.0238071	0.160758	0	0	0.0261575	0
"Neurog3"	0	0	0.0356295	0.0440108	0	0.133803	0	0
"Nexmif"	0.0291331	0.0625316	0.02925614	0.11917234	0.0776544	0.0635588	0.2505741243	0.40357
"Nexn"	49.24681	97.85715	48.9904045	35.9077750176666	103.3208	141.59892	26.46439756774	30.5794820833
"Nf1"	6.95662	7.20536	5.773819	3.755365	6.264904	9.021179	10.30743	11.10546
"Nf2"	22.721043	21.299835	12.512288	5.205969	17.546537	24.46983	10.948982	12.734127
"Nfam1"	0.99784125764	1.457119	3.002495	1.37874	2.364568809962	1.473631	8.8022857	8.41311
"Nfasc"	0.057332	0.0973545	0.1089587	0.3430125	0.05086421	0.1616325	0.1641939	0.0767039
"Nfat5"	2.022398583	3.55706916268032	7.552142052	6.14211200688	2.37036240201357	3.54280170999	4.603882	3.21848380523277
"Nfatc1"	3.6056955016	2.7653397	2.03251600031708	0.9997531385	2.97354500015843	3.97753803439626	5.1008874	6.03825868
"Nfatc2"	0.697587032	0.363464506762805	0.0807888737	0.129474899	0.6038892532	0.8467775477	0.24129813	0.5136821235
"Nfatc2ip"	0.88851	0.736026	0.65934	0.761522	0.789481	0.794997	2.296897	2.22865
"Nfatc3"	4.046748	5.103001	3.0263026	2.065385	4.998172	5.099444	8.996231	9.79109
"Nfatc4"	0.57308313	1.033606	0.50221	0.4196985	0.877912	1.203397	2.1179700153408	2.377419
"Nfe2"	1.0719822	0.508899	4.088058	0.93947	0.3773584	1.611766	2.662404	2.352747
"Nfe2l1"	80.0708951305488	88.010974604	38.69953702159	11.999075638405	72.3671161727	78.409226306923	24.36195976	31.4261641069
"Nfe2l2"	21.8424	26.4146	30.4799	16.1279	21.8997	26.0769	40.8044	43.158
"Nfe2l3"	1.372214	0.981725	2.043389	1.578577	1.789674	3.267346	3.744484	4.551123
"Nfia"	15.318176	17.610294	5.89949800039102	2.75930863	18.58180916955	21.7111670002518	15.8845207	19.855063
"Nfib"	16.431485	21.490018	7.42393629391	5.654163	20.635938	24.663021	17.208843	16.908452
"Nfic"	8.592671	8.977283	2.859824	1.206959	6.196478	6.481963	8.81454	9.371173
"Nfil3"	18.3523	12.3213	13.1834	4.07273	8.5732	10.3253	16.6784	14.3435
"Nfix"	20.331394	21.050516	7.184775	2.564203	16.330858	12.15592	11.883062	11.758411
"Nfkb1"	4.4875227	6.49087	6.83639	1.042361	5.090279	4.82181	11.42973	10.70467
"Nfkb2"	6.069626	5.45179	6.72005	1.926109	5.024123	5.745894	11.410954	12.528147
"Nfkbia"	22.7341	21.2239	52.3509	9.59875	34.4346	29.7719	77.1408	69.8462
"Nfkbib"	6.339751	6.383688	6.67821	1.800692	5.1474	5.3595537	6.244753	6.147509
"Nfkbid"	0.1061015	0.1222412	1.854128	0.608093	0.444165	0.07187990382	3.532797	1.958046
"Nfkbie"	0.3020040681431	0.540157	1.00893	0.369952	0.559459	0.706712	4.370644	3.96098
"Nfkbil1"	2.70484	2.55617	1.66844	0.36906	2.74823	2.21018	4.32802	4.35382
"Nfkbiz"	1.49919	2.21511	13.3083	2.9491026892	5.18695	4.07153	26.00761	14.49546
"Nfrkb"	1.316041	0.909208	2.294779	0.1443787	0.819189	0.526684	1.406177	2.231989
"Nfs1"	38.21881	43.297465	18.712515	6.459541	37.24459	40.54634	18.71549	23.86438
"Nfu1"	37.981818	38.620164	16.72577	8.516706	31.336517	31.20791	39.15959	50.34978
"Nfx1"	6.58637	6.97784	7.6303	4.263105	7.04633	9.44252	12.76572	15.09623
"Nfxl1"	1.2545901	1.2865028	2.375187	1.00119	2.04344	1.2193	6.340911	7.787065
"Nfya"	3.0029821242254	4.2282192	2.298996	0.830558	2.880322	3.9220412236	9.35117	9.131366
"Nfyb"	4.112481	4.4093823718	2.51908	2.120821	5.752208	4.586693	15.62457	17.02447
"Nfyc"	17.038495	18.422126	14.443206	4.998927	19.1528	20.720568	23.22418	25.979594
"Ngb"	0.0653125	0.27883257	0	0.31391901	0.033682141	0.183074	0	0.0369637
"Ngdn"	13.0355	16.4248	16.4655	6.38442	17.1558	14.5104	48.0886	49.6838
"Ngef"	0.122041	0.10162	0.073535	0.4084323	0.048825	0.0799379	0.607088	0.890132
"Ngf"	4.523421	3.302978	22.42137	4.81296	7.043297	7.610976	16.03186	16.91114
"Ngfr"	0.0765254	0.113995	0.15217	0.355377	0.12024	0.182611	0.285706	0.29796
"Ngly1"	12.816386	16.49049	12.34334	5.65317	13.30775	15.66578	24.24967	19.68987
"Ngp"	0.276395	0.640379	22.0216	1.32773	0.872975	0.701455	0.556724	0.151497
"Ngrn"	10.5327	12.3986	3.17718	1.72425	10.0289	10.6995	7.56812	9.80183
"Nhej1"	3.7777	2.74927	0.989746	0.789026	2.89268	3.39192	3.84332	5.76504
"Nhlh1"	0	0	0.0640856	0.162276	0	0.0463643	0	0.0232807
"Nhlh2"	0	0.0961264	0.0400459	0.426924	0.0238368	0.0239109	0.0258869	0.0669387
"Nhlrc1"	2.43411	2.41196	0.553461	0.389296	1.60546	1.87669	0.354777	0.477566
"Nhlrc2"	7.66478	6.89136	3.52984	1.68584	5.88507	8.00555	6.08393	6.44618
"Nhlrc3"	1.75895	1.66235	1.35453	0.732584	1.35326	2.03434	3.92835	5.47398
"Nhlrc4"	0.049538	0.0531685	0.110158	0.117238	0.0246887	0	0.0407532	0.127104
"Nhp2"	7.45029	11.1289	18.3151	9.26695	10.0011	9.05605	78.0251	95.5019
"Nhs"	0.1038933	0.141805	0.0905327	0.181268	0.1869191	0.2493131	0.46476900969455	0.545533
"Nhsl1"	1.343623	1.66710200619713	0.748262	0.3422275	1.760279	1.730786	1.555396	1.640033
"Nhsl2"	0.814027	0.61479	0.708534	0.537062	0.7358028	1.106362	1.707433	1.826589
"Nicn1"	5.61498	7.33389	1.41409	0.854063	4.52132	5.21776	3.19138	3.60413
"Nid1"	25.599	26.7946	16.2898	6.31059	27.6811	18.6403	47.2115	49.1155
"Nid2"	2.30587	2.32755	1.936208	0.7450462	2.71833	1.6554	8.376734	7.43196
"Nif3l1"	5.850602	5.665188	2.630059	2.863126	5.288564	5.27678	13.17604	14.53255
"Nifk"	7.229435	9.30102	16.22769	9.93470560318	9.1198	6.63457	37.7917	40.57784
"Nim1k"	0.624727	0.827669	0.595105	0.180234	0.934414	1.11156	0.651264	0.704455
"Nin"	3.437798	3.3767138910724	3.246647	1.4223413	4.7572415	4.547523	14.038237486084	15.392402821
"Ninj1"	28.792188	25.171196	23.504954	8.211914	19.504682	18.60891	58.00317	71.88754
"Ninj2"	0	0	0	0.124866	0	0	0	0
"Ninl"	0.56286616	0.773503	0.2675922	0.227206	0.507377	0.521246	1.24543	1.44436
"Nip7"	9.37777	8.86514	18.03479	7.30226	12.17225	9.9954	59.6455	59.7631
"Nipa1"	1.97963	2.3578	0.552701	0.663127	2.59139	2.57547	3.22585	4.04802
"Nipa2"	10.940863	12.700734	8.312592	2.914273474	11.343339	9.77391452	24.911445	37.153396
"Nipal1"	0	0.1675932	0.434546	0.226529	0.0266642	0.0267278	0.1705295	0.212132
"Nipal2"	0.0909525	0.126746	0.106271	0.189771	0.0944821	0.0773004	0.0521416	0.154329
"Nipal3"	12.41693	10.52967	2.58064	2.074679	5.832211	8.807853	2.195709	2.103261
"Nipal4"	0.080271	0.154784	0.188462	0.50019	0.0156356	0.178371	0.152588	0.173605
"Nipbl"	5.20165	6.074	5.89911	4.19341	7.26092	9.46794	14.7223	15.2658
"Nipsnap1"	0.226217	0.166082	0.1768767	0.241957	0.332363	0.138503	1.28449	1.72201
"Nipsnap2"	258.695	281.6092	120.2538	34.48483	238.2091	249.5097	23.06998	27.16785
"Nipsnap3a"	0	0.112876	0	0	0	0	0	0
"Nipsnap3b"	2.98301	3.008453	3.591808	1.62613	3.36794	2.7863194	31.04521	40.16517
"Nisch"	21.084749	19.399679376726	14.3211169457	6.3517140194291	15.4631332746	23.281327	26.410864	30.0884177
"Nit1"	13.589053	16.044564	6.46496	1.814346	11.053654	13.2742083	8.663883	10.424286
"Nit2"	13.1406	15.248377	5.540349	2.409163	15.184526	13.2748	15.721546	17.738988
"Nkain1"	3.61779	1.95267	1.70397	0.526875	1.85107	2.09971	1.38447	1.54535
"Nkain2"	0.3274626	0.1912463	0.0488305	0.6959592	0.2453107	0.1890773	0.6576521	1.0825839
"Nkain3"	0.340003	0.7271449	0.445004	3.861223	0.2713061	0.5332456	0.706351	1.020107
"Nkain4"	0.3949632	0.276285	0.124235	0.817712	0.986192	0.268773	1.581381	0.2573278
"Nkap"	1.61115	2.53711	1.71423	0.865084	3.10579	3.14506	4.65417	5.00439
"Nkapd1"	3.651876	3.466426	5.502441525884	2.739121	5.54742	4.77281	11.52089	11.95907
"Nkapl"	0.112706	0.281452	0.188648	0.350313	0.33741	0.0408897	0.413429	0.535096
"Nkd1"	0.29957457752	0.273735	0.4567473	0.363973	0.368592	0.23271	0.5740032	0.5985268
"Nkd2"	0.548624	0.487019	0.456062	0.363894	0.6834048	0.608168	1.727472	1.593233
"Nkg7"	0.370775	0.216865	0.136067	0.425526	0.558356299	0.3013341	0.153262	0.966837
"Nkiras1"	1.96899	3.411424	0.968069	0.790878	2.0332	2.19251	1.663281	1.52475
"Nkiras2"	20.105329	23.066333	8.46549	2.958365	16.1399174	20.06259	12.563641	19.35313
"Nkpd1"	0	0.0244407	0.0458003	0.120617	0.0227755	0.0496968	0.0251654	0.0499193
"Nktr"	4.105696	5.466245	7.859684	5.217888	5.265881	9.529282	16.43145	16.082623
"Nkx1-1"	0	0	0	0.0395332	0	0	0	0
"Nkx1-2"	0.103247	0.0590602	0.0667821	0.227645	0.0163183	0.231041	0.0944231	0.0616748
"Nkx2-1"	0.0657111	0.118754	0.126913	0.565233	0.0276139	0.112198	0.0274889	0.0264317
"Nkx2-2"	0.0547493	0.0267874	0.0251045	0.2411556	0	0.0595074	0.0275761	0.0273661
"Nkx2-3"	0	0	0	0.106383	0	0	0.0276883	0.0274782
"Nkx2-4"	0.0312934	0.0335123	0.157135	0.106106	0	0	0.0689575	0.0342717
"Nkx2-5"	28.97518	27.369517	8.806785	2.9876757	19.2207	22.263734	2.88225	4.860755
"Nkx2-6"	0	0	0.100858	0.0851336	0	0	0	0
"Nkx2-9"	0.0954053	0.0474311	0.409344	0.434407	0.229744	0.321806	0.350564	0.164764
"Nkx3-1"	0	0.0173256	0.0162225	0.252757	0	0	0.0178503	0
"Nkx3-2"	0	0	0	0.0799365	0	0.0342292	0	0
"Nkx6-1"	0.0164629	0.0529687	0.0826633	0.153499	0.0164491	0.0179486	0.0727619	0.108074
"Nkx6-2"	0	0	0.0298973	4.62503e-09	0.0428575	0	0	0
"Nkx6-3"	0	0.0505449	0.0236813	0.219874	0	0.0513888	0	0.0258123
"Nle1"	1.29476	1.20277	2.70062	0.287997	1.14595	1.50801	2.48828	3.06823
"Nlgn1"	0.051127	0.0895789	0.08383986	0.247951	0.0553718	0.0520309	0.0923283	0.0782716
"Nlgn2"	0.688964000290794	0.5836317	0.903986	0.325472	1.03807	0.903512	1.959924	1.983493
"Nlgn3"	0.15163162161	0.1039896259	0.19527	0.145104	0.139409928299	0.274248300197184	0.23378398675	0.316997616044
"Nlk"	4.043684	3.688356	2.3386	1.10985	3.43313	4.654065	4.108751	5.20103
"Nln"	3.856874	3.88652719	2.990856	1.701274	3.4921884	3.690453	7.8738	11.82287
"Nlrc3"	0.4433242	0.468768	0.645055	0.5072897	0.5155696	0.82123	1.69782	2.0162682
"Nlrc4"	0.387823	0.451877	0.469415	0.814063	0.593608	0.783447	1.25265	2.26394
"Nlrc5"	1.1287330124421	0.668482	0.946641	0.6908353	1.0236746	1.2193	2.44361	3.58583368019
"Nlrp10"	4.7523	6.25506	1.92085	1.80317	5.51823	5.17429	1.23238	1.54289
"Nlrp12"	0.1821144	0.0546792	0.580962	0.432974	0.0860618	0.1657664	0.463982	0.523528
"Nlrp14"	0	0.0844902	0	0.323085	0	0	0	0
"Nlrp1a"	0.108759	0.2610263	0.136524	0.329315	0.25813	0.1910831	1.799395	2.193799
"Nlrp1b"	0.23365619701	0.2104592	0.1443201585	0.10846414038	0.3305815	0.333554221621	2.2883931168	2.5389483
"Nlrp2"	0	0.0162122	0.0151785	0.153737	0	0	0	0
"Nlrp3"	0.755824	0.301639	5.315597	2.002348	0.519564	0.307091	10.07904	4.415676
"Nlrp4a"	0.0119813	0.0432621	0.0246243	0.153583	0.0125413	0.0272549	0	0.0130988
"Nlrp4b"	0	0.1617518	0.0521143	0.4805505	0	0	0	0
"Nlrp4c"	0	0.0725689	0.0509655	0.2832658	0	0	0.0186904	0
"Nlrp4e"	0	0.0190843	0	0.14991	0.0152059	0	0	0
"Nlrp4f"	0.000996535369	0	0.131193	0.421748	0.0541879790825	0	0.125939	0.127914
"Nlrp5"	0	0	0.00329693	0.0275063	0	0.00504366	0	0.0129477
"Nlrp6"	0.1316144	0.0945957	0.092145	0.4606111	0.0861197	0.250194	0.111549	0.263444
"Nlrp9a"	0.130172	0.0199397	0.0373497	0.1616814	0.0557341	0.101353	0.184851	0.162791
"Nlrp9b"	1.73436	4.1159232	1.785369	7.829747	1.75409	8.84137	0.708706	1.74787
"Nlrp9c"	0.0396719	0.2454017	0.0597604	0.47688	0.059446	0.129721	0.109516	0.0868302
"Nlrx1"	5.190525743897	4.52437121007	2.007966	0.54458	3.055652	2.512028	2.353105	2.54208
"Nmb"	3.09426	4.94559	2.078236	0.104579	3.868007	3.153772	3.752142	3.20103
"Nmbr"	0.1612963	0.137061	0	0.5274411	0.0255868	0.210353	0.2956553	0.0292502
"Nmd3"	2.108162	1.603741	1.454121	1.300671	2.002823	1.452976	4.74715	5.35323
"Nme1"	6.37487	7.167784	10.38965	7.302073	5.118609	8.36451	67.02338	71.73154
"Nme2"	523.443	565.969	222.8428	86.6188	431.968	446.192	446.507	611.859
"Nme3"	12.6506	14.6493	3.64937	1.83776	17.3449	13.7904	9.16617	15.2514
"Nme4"	3.181036	3.705104	0.6298575	0.677417	2.120878	3.27336	9.369456	12.593003
"Nme5"	0.880064	0.777712	0	0	0.185104	0.79318	0.921495	0
"Nme6"	5.367552	7.692238	1.229022	0.626238	6.188435	5.64871	6.951764	10.6682
"Nme7"	1.426946	1.742832	0.6898583	0.2707	1.995916	1.70751	15.89769	13.57906
"Nme8"	0	0	0.0318535	0.1403315	0	0	0	0
"Nme9"	0	0	0	0.287796	0	0	0	0
"Nmi"	4.110471	7.852807	4.976357	2.993327	10.607232	5.650317	43.48727	44.75026
"Nmnat1"	10.965106	10.179383	3.36457	1.88938	8.513337	11.642385	3.630724	3.570115
"Nmnat2"	0	0.114685	0.0796035	0	0	0	0.334149	0.591933
"Nmnat3"	5.424924	7.0336	2.165547	1.837079	5.240703	7.042348	1.660215	1.669165
"Nmral1"	1.231412	1.999652	0.723753	0.7986721	2.375655	1.830483	13.620103	13.47466
"Nmrk1"	1.330066	1.668564	0.972524	0.994066	1.649721	2.05129	3.85456900448877	4.317675
"Nmrk2"	15.4919	10.7838	39.824	28.146	10.1279	24.4127	14.3628	12.0296
"Nms"	0	0.124152	0	0.246358	0	0.155521	0	0
"Nmt1"	12.2298	13.0968	8.12426	5.10277	11.2033	11.453	17.8039	22.0314
"Nmt2"	3.83446	3.52222	6.205152	2.695519	4.51021	4.4904575	15.322238	16.32518
"Nmu"	0	0	0	0.247872	0	0	0	0.0802617
"Nmur1"	0.0462394	0.0762848	0.0357847	0.1751991	0.134287	0	0	0.0506899
"Nmur2"	0	0.0167371	0.0156707	0.158723	0	0	0	0
"Nnat"	0.986797	1.909319	3.956155	1.491292	1.468514	3.704514	3.169243	3.528988
"Nnmt"	1.97673	2.63803	2.61484	0.673644	5.35367	2.40847	28.58261	39.18464
"Nnt"	96.512506	109.396878	47.20089	17.938559	108.12214	161.89378	15.170963	11.093938
"Noa1"	3.36202	3.14206	0.579716	0.541731	2.43728	2.51399	1.71598	1.95736
"Nob1"	5.88612	7.16358	8.07623	2.30375	6.00931	7.12674	9.26309	10.2523
"Nobox"	0	0	0	0.21564	0	0	0	0
"Noc2l"	9.91564	9.21253	12.5404	4.00585	9.30907	8.95175	19.5415	22.7011
"Noc3l"	2.65959	2.67676	3.27545	3.09331	3.34151	3.32524	9.22835	9.70941
"Noc4l"	2.94122	2.81645	2.62723	0.88424	1.72364	2.39204	3.50424	3.74043
"Noct"	36.35685	36.8264200106857	30.30499	30.855278	26.318012291	55.9672529064	52.863741	54.53915
"Nod1"	5.109683	4.645244	2.781102	0.912701	5.476189	6.809359	8.466147	11.30064
"Nod2"	0.66278500165102	0.345498	1.056115	0.490805	0.261965	0.950883	1.2952066	1.701751
"Nodal"	0	0.027132	0.101713	0.0429263	0	0.193102	0	0.194037
"Nog"	0.0319036	0	0.0961194	0.0540878	0.0318475	0	0.105441	0.0349414
"Nol10"	2.42152	2.59879	5.59571	2.23911	1.78898	3.59233	4.9859	5.2659
"Nol11"	6.67394	7.212298	7.13751	4.213746	6.88146	7.296083	10.16766	12.57994
"Nol12"	4.085074	4.537369	5.574478	1.688673	4.042762	4.726887	14.101322	15.01505
"Nol3"	10.2553	11.4819	4.65249	3.30421	9.02155	9.58788	3.54173	4.98241
"Nol4"	0	0.139505161	0.02442042	0.2134822	0.0442816	0.0457795	0.0428885	0.08737
"Nol4l"	0.351021	0.4564182	0.55358	0.335674	0.4048653	0.664107	1.365935	1.386474
"Nol6"	2.66765	2.71262	2.5951	0.899055	2.06506	2.33093	3.05156	3.78857
"Nol7"	24.08587	31.5251	15.496228	3.87964	32.09639	28.73893	35.87677	43.25936
"Nol8"	3.866328	6.5678580239922	6.313946	5.019848	7.974529	5.84922300219141	15.071413	13.991647
"Nol9"	2.838359	2.000097	2.11368	1.334124	1.81022	1.487823	4.553038	4.631763
"Nolc1"	7.133563	7.670914882	13.647742	5.00600460934	6.793861	7.7835	14.27392	16.596297
"Nom1"	1.82419	2.23627	2.62936	2.53954	2.28251	3.1644	4.12912	4.60079
"Nomo1"	17.7654	15.5578	8.19482	2.8737	16.0336	13.8323	9.55078	10.8079
"Nono"	25.5508	32.0031	15.45399	9.7531	30.304632	25.3507	137.307	162.739
"Nop10"	33.701	35.9632	17.4925	9.34842	35.9146	31.8773	77.4254	76.1191
"Nop14"	3.8951	4.21762	7.083665	3.4341	3.74267	4.51888	8.016708	9.082722
"Nop16"	5.60393	8.50614	8.41939	3.34728734	8.40647	6.3302046	23.0661	25.2307
"Nop2"	8.44717	8.783022	15.26111	6.0691	7.23278	8.493949	11.6144	18.32553
"Nop53"	3.80325	3.16053	2.71787	1.69163	3.23624	3.80937	2.97057	3.83918
"Nop56"	8.71924	12.475715	22.44914	13.049298	11.051044	12.540214	50.17456	62.564878
"Nop58"	7.244434	10.04189	29.653562	21.093263	13.5050695	12.240965	120.12064	117.67739
"Nop9"	2.73102	2.57192	2.74682	1.07115	2.56908	2.58424	4.80817	6.50166
"Nos1"	0.084843	0.0741453	0.0667076	0.241979	0.0492879	0.103209	0.0711402	0.0972456
"Nos1ap"	1.342872	0.248524	0.1554347	0	0.460234	0.563381	0.618201	0.2650291
"Nos2"	0.171327	0.121254	2.16364	0.729192	0.265652	0.351147	2.68654	0.665056
"Nos3"	5.08598	4.41624	9.4494	1.925128	3.826364	6.830643	8.1593584	7.505299
"Nosip"	13.7184	14.797335	7.92614	3.265981	13.169346	13.12803	17.5919	23.502652
"Nostrin"	4.74182	5.34795	4.1488	2.67049	5.63774	7.60656	17.8519	19.6903
"Notch1"	5.822679	4.525402	4.03913	1.901145	3.330602	4.616333	6.69471	6.990146
"Notch2"	4.61852	4.29578	4.99082	2.67341	4.52705	4.39044	9.87359	11.2853
"Notch3"	4.38733	4.064008	1.54908	0.815197	3.908109	4.57846	4.38717	4.71848
"Notch4"	2.08972	2.04033	1.9962	0.860181	1.1751	1.84248	4.37887	3.82568
"Noto"	0	0.0727084	0	0.316624	0	0	0	0
"Notum"	0.2976032	0.425137	0.2587403	0.291222	0.427231	0.206361	0	0
"Nova1"	1.11119	0.764487	0.38314	0.878325	0.802147	1.335349	0.765906	1.398676
"Nova2"	0.367408	0.1926648	0.366136	0.204198	0.274998	0.65296	0.59419	0.450314
"Nox1"	0.181951	0.1227016	0.2547962	0.1853704	0.2058996	0.2319551	0.1237097	0.0765379
"Nox3"	0	0.0321435	0.0301395	0.254398	0	0	0	0
"Nox4"	0.443253	0	0.1165218	0.2793669	0.281754	0.3037612	4.23473	2.0242665
"Noxa1"	0	0	0	0.199418	0	0	0	0
"Noxo1"	0.0660791	0.0867966	0.0473626	0.0667047	0.0995399	0.162795	0.245447	0.280117
"Noxred1"	0.393043	0.250337	0.313147	0.457372	0.233379	1.931436	0.3421826	1.167533
"Npas1"	0.245079	0.145868	0.00377349	0.0927085	0.081572	0.11634	0.0300262	0.263426
"Npas2"	1.560511	0.799155	1.10024	0.381178	2.4061	2.4426	0.690281	1.287049
"Npas3"	0.0257324	0.0937220364617	0.7127505	3.1391352	0.0171486	0.7407961	1.3336159	0.8351115
"Npas4"	0	0	0.036826	0.0360768	0	0.0458381	0.0465424	0
"Npat"	1.70693	1.94486	2.01991	1.44423	2.46769	2.82011	6.50632	7.57254
"Npb"	0.262811	0	0.18829	0.334224	0.260729	0.275136	0.426153	0.144836
"Npbwr1"	0.0277667	0.0595784	0.0139423	0.191871	0	0.0308955	0	0.0167639
"Npc1"	8.03746	8.14583	3.15856	1.46509	6.16633	6.7814	8.92784	15.3853
"Npc1l1"	0.0569358	0.0610937	0.0686117	0.279907	0.0113811	0.0248397	0.0251888	0.0124547
"Npc2"	10.8083	13.2629	5.99136	2.63279	14.5005	10.5375	53.9936	74.6888
"Npcd"	0	0.0433757	3.68219e-05	0	0.0276255216	0.114763	0	0.262634
"Npdc1"	2.470465	4.045788	2.529407	0.621291	4.2391500604183	3.677667	9.529249	12.5187413
"Npepl1"	9.6709	9.16062	2.85341	0.894245	8.62051	7.49487	3.84795	6.24459
"Npepps"	10.137364	10.9365	5.132389	3.26179	10.1735	10.382203	7.471849	8.18156
"Npff"	0	0.315309	0	0	0.516488	0.530304	0.690754	1.74315
"Npffr1"	0.312935	0.210457	0.239803	0.389467	0.393077	0.459982	0.29316	0.457759
"Npffr2"	0.0330196	0.0353548	0.198964	0.2799	0	0	0	0
"Nphp1"	3.03324	5.20169	1.971888	1.249992	4.548885	4.8428	5.98383	6.97174
"Nphp3"	1.1899407	0.627596	0.5648694716	0.7019066	0.803045468	1.49085919	1.708249	1.822282
"Nphp4"	0.0623062	0	0	0.155609194	0	0.084729	0.1968703449	0.02291980296934
"Nphs1"	0.0110901	0.0238176	0.0446973	0.165315	0.0221428	0.158614	0.0372169	0.0728838
"Nphs2"	0	0	0	0.0984076	0.0497138	0	0.0183253	0
"Npl"	0.963949	2.23114	0.499646	0.632605	3.04211	1.11743	13.9787	20.9433
"Nploc4"	12.553061	11.466	9.941842	3.396433	9.091483	11.15038	8.91987	12.024447
"Npm1"	53.375161453	83.41768	92.38454	76.4911000008266	89.58467	78.86039	843.239	887.54873
