"Gene.name"	"SRR6068402"	"SRR6068403"	"SRR6068404"	"SRR6068405"	"SRR6068406"	"SRR6068407"	"SRR6068408"	"SRR6068409"
"Gm10220"	6.94228	5.65556	6.7307	29.9911	0	6.68019	0	1.87263
"Gm10226"	1	1	2	1	7.76434	2	6.02001	5
"Gm10228"	0	0	1	0	0	0	0	0
"Gm10229"	0	1	0	4	0	0	0	0
"Gm10230"	0	0	0	0	0	0	0	0.111111
"Gm10234"	0	0	0	1	0	0	0	0
"Gm10251"	0.0799861	3.65384	2.102324	20.2067	1.99929	1.61797	0.480727	0
"Gm10256"	0	1.8334	1.33333	13.8368206	0	0	0	1
"Gm10260"	2.54186	0	1.29593	0	0	2.56538	9.02329	5.06341
"Gm10267"	0	0	0	2	0	0	0	0
"Gm10271"	1	4.14934	8.55139	8.54845	2.77752	9.64812	11.9574	13.6389
"Gm10272"	0	0	0	2	0	0	0	0
"Gm10277"	19.8244	12.7442	22.8054	19.0985	4.66817	26.541	10.0963	19.4698
"Gm10282"	8.50403	23.9209	11.9025	11.6825	21.655	25.602	78.2753	81.2569
"Gm10283"	0	1	0	0	0	0	0	0
"Gm10302"	0	0	0	8.38781	0	0	0	0
"Gm10309"	12	4	28	18	6	40	11	9
"Gm10310"	7.6459	13.646656	14.6774	43.1645	7.66747	8.63698	5.13118	9.37471
"Gm10318"	0	2	0	1	0	0	0	0
"Gm10320"	0	0	0	3.03925	0	0	0	0
"Gm10324"	0	1.63798	0	4.89604	1.00615	0	0	0
"Gm10334"	0	0	0	6.17374	0	0	0	0
"Gm10337"	0	2	2.69297	2	2.71382	6.81349	4.59499	7.73311
"Gm10338"	0	0	0	1.38828	0	0	0	0
"Gm10340"	0.000185023	0	0	17.5755	0	0	0	0
"Gm10352"	0	0	0	8.09017157	0	0	0	0
"Gm10354"	0	0	0	2.20327	0	0	0	0
"Gm10358"	4.66586	0	4.78211	2.58559	3.16639	10.5368	3.98206	0
"Gm10375"	0	0	0.00214248	0	0	0	0	0
"Gm10376"	0	0	0	18.13392	0	1	0	0
"Gm10377"	0	7	0	0	0	0	0	0
"Gm10378"	0	0	0	0	0	0	0	0
"Gm10401"	8.63232	1.74337	0	10.5875	0	0	20.1303	7.79506
"Gm10406"	0	0	12.6295	4.27302	3.76315	1.89086	3.32617	1.65417
"Gm10408"	0	0	0	6.8861	0	0	0	0
"Gm10409"	0	2.14756	4.03186	10.2461	4.67392	7.11174	13.146	9.65208
"Gm10413"	1.03448	0	0	1.79946	0	0.947553	0	0
"Gm10424"	0	12.8881	3.10662	9.78294	0.0086301	0	0	0
"Gm10428"	0	0	0	0.169709	0	0	0	0
"Gm1043"	0	0	1.34227	35.67187	2.046167	2.13217	0	0
"Gm10436"	0	1.09841	1.71252	0	0	0	0	0
"Gm10439"	1	0	0	9.899	0	0	0	0
"Gm10471"	0	1.05767	1.06472	12.7975	0	1.21184	0	0
"Gm10486"	0	0	0	0	0	0	0	0
"Gm10487"	0	0	0	0	0	0	0	0.111111
"Gm10488"	0	0	0	0	0	0	0	0
"Gm10490"	1.42683	6.15457	9.27184	9.59383	4.09066	16.3282	4.20896	6.50786
"Gm10491"	0	0	1.7687	0	0.855653	2.84561	0	2.38131e-08
"Gm10519"	0	2	0	2	1	1	2	0
"Gm10521"	12.8579	8.8796	24.4412	61.1012	17.4604	26.5643	57.8478	60.9155
"Gm10542"	0	0	0	0	0	0	0	0
"Gm10563"	14.9048	18.2977	23.9714	121.154	11.2678	31.5196	28.9665	26.3217
"Gm10591"	1.23909e-06	3.31775	0	0	3.41977	0	0.000523026	0.00011096
"Gm10639"	1.44914	4.66697	4.42431	5.23363	0	3.56326	1.06125	0
"Gm10643"	47	31	35	33	28	49	18	27
"Gm10662"	14.861	8.88786	6.66275	62.6683	8.48545	18.8631	12.9817	12.52
"Gm10663"	0	0	0	0	0	0	0	0
"Gm10665"	0	0	0	3.60213	0	0	0	0
"Gm10668"	0	0	0	0.503934	0	0	0	0
"Gm10670"	0	0	0	3.60213	0	0	0	0
"Gm10681"	2.97585	1.02588	36.18821428	20.5361	0	0.898258	1.28754	3.76541
"Gm10715"	36.9421	1535.437	114.822	3778.047	25.4124	2.48801	12.1366	3.46022
"Gm10717"	297.44261	12146.758	950.7912	32800.601	181.17911	112.83513	86.14747	53.15943
"Gm10718"	778.918	32292.9	2227.36	106941	448.907	252.294	247.388	145.898
"Gm10719"	670.6432	27594.29	1978.284	77426.5	406.9939	269.8043	173.2946	155.7574
"Gm10720"	146.043	5952.57	467.663	15601.3	116.983	47.217	35.0376	21.7183
"Gm10721"	342.807	15969	908.196	56073.5	191.664	88.9609	72.4019	91.0764
"Gm10722"	276.812	8837.29	479.795	25290.2	84.1687	69.6963	15.9994	24.7112
"Gm10767"	20.58702	18.40981	15.30367	12.15123	16.28734	20.33145	29.40484	38.4014
"Gm10770"	0	0	0	1	0	1	0	0
"Gm10772"	0	0	0	0	0	0	0	0
"Gm10775"	9.09907	23.6098	13.0754	41.8001	2.50172	20.5339	5.64622	12.1725
"Gm10778"	90.61574	67.1598	61.48057	80.338	105.9123	131.08029	136.034	202.6895
"Gm10799"	1	0	1	1	0	2	0	3
"Gm10800"	10986.4	390241	20275.7	1327060	2755.78	2535.78	1741.43	1243.29
"Gm10801"	655.996	22586.3	1293.82	60953.6	253.526	186.691	133.55	111.764
"Gm10931"	5	4	12	9	2	10	1	2
"Gm10944"	0	0	0	0	0	0	0	0
"Gm10945"	0	0	0	2	0	0	0	0
"Gm10959"	0	0	0	0	0	0	0	0
"Gm10961"	0	0	0	1	1	3	1	2
"Gm10964"	2	1	4	4	4	4	3	6
"Gm10974"	2.98785	5.99424	1	26.7355	1.97782	9.98993	4.98552	2
"Gm10985"	7.26396	14.4876	15.2038	38.0548	5.60825	22.2309	13.1748	13.9377
"Gm10999"	2	1	0	6	0	1	0	3
"Gm11007"	0	0	0	0	0	0	0	0
"Gm11009"	0	0.693942	0	0	0	2.95909	0	0
"Gm11011"	2	2	4	4	1	2	0	11
"Gm11020"	0	0	0	2	0	0	0	0
"Gm11027"	15.1406	9.72523	27.725	116.597	8.38327	30.4826	91.5814	98.2725
"Gm11032"	1.58879	0	2.53606	7.08291	0	5.55701	4.1155	16.5995
"Gm11034"	0	0	0	1	0	2	0	0
"Gm11037"	1	2	1	3	1	0	0	3
"Gm11042"	0	0	1.00426	0	0	1.0194	0	0
"Gm11060"	0	0	1	1	0	0	0	0
"Gm11077"	0	0	1	0	0	0	0	0
"Gm11084"	3	0	7	4	3	2	4	6
"Gm11096"	0	0	0	0	0	0	0	0
"Gm11099"	0	0	0	2	0	0	0	0
"Gm1110"	0	3	0	1.9773	0	0	0	1
"Gm11111"	0	0	0	1	0	0	0	0
"Gm11114"	0	0	0	1	0	0	0	0
"Gm11115"	0	0	0	0	0	0	0	0
"Gm11116"	0	0	0	0	0	0	0	0
"Gm11127"	9.3577	0	21.5951	94.3318	3.64401	3.72075	20.7888	23.8362
"Gm1113"	0	1	1	7	0	0	0	3
"Gm11146"	4	2	17	15	8	19	18	20
"Gm11168"	123.30391	5154.803	397.3295	12236.17	84.04289	68.33764	29.32033	16.25747
"Gm11172"	0.0267771	0.712764	1.93455	3.05101	0	0	1.4169	0
"Gm11213"	0	0	0	4	1	3.23832	0	0
"Gm11214"	0	1	0	0.156742	0	0	0	0
"Gm1123"	0	1	1	2	0	3	3	3
"Gm11232"	0	1	1	9	0	0	0	0
"Gm11236"	0	0	1.03076	0	0	0	0	0
"Gm11237"	0	0	0	3.35328	0	0	0	0
"Gm11238"	0	4.82063	0	7.39296	0	0	0	0
"Gm11239"	0	0.376866	1.03076	11.5142	0	0	0	0
"Gm11273"	2.30826	2.32678	2.33501	1.16023	3.52855	1.15896	2.39501	0
"Gm1140"	0	0.5	0.5	0.5	0	0	0	0
"Gm1141"	0	2	3	6	1	2	2	7
"Gm11437"	1	4	1	9	0	1	1	2
"Gm11444"	3.00142	1	0	7.00805	0	5.40172	2.00031	5.00237
"Gm11487"	0	0	1	7.42554	0	0	0	0
"Gm11541"	0	1	1	10	1	0	1	0
"Gm11549"	9.56988	5.02132	10.5674	26.4286	4.26241	23.7191	7.67064	12.0548
"Gm11554"	0	0	0	4.41834	0	0	0	0
"Gm11555"	0	0	0	0	0	0	0	0
"Gm11559"	3	5	4	14.5334	0	1	5	7
"Gm11562"	0	0	0	3	0	0	0	0
"Gm11563"	0	0	0	5	0	0	0	0
"Gm11564"	0	0	0	0	0	0	0	0
"Gm11565"	0	0	0	4	0	0	0	0
"Gm11567"	0	0	1	2.98766	0	0	0	0
"Gm11568"	0	0	0	2	0	0	0	0
"Gm11569"	0	0	1	4.58166	0	0	0	0
"Gm11595"	0	3	0	6	0	0	0	0
"Gm11596"	0	1	0	4	0	0	0	0
"Gm11627"	10.84155	12.23562	2.999997	3	8	3.99112	18.58744	11
"Gm11634"	0	2	4	7	0	4	3	6
"Gm11639"	0	16.2373	9.8997379	105.88378	3	6	5.33143	10.2293
"Gm11733"	3	2	2	8	2	1	3	3
"Gm11756"	78	86.3601	59.93847	5.65308	77	84.99995	12	8.99999
"Gm11757"	0	0	0	0	0	0	0	0
"Gm11758"	0	1.16367	0	15.77699	0	0	0	1.81969e-06
"Gm11808"	5634.17	5286.18	3001.15	1583.67	5171.31	4519.94	8399.99	9283.62
"Gm11937"	0	0	0	0	0	0	0	0
"Gm11938"	0	3	2	0	0	0	0	0
"Gm11939"	0	0	0	2	0	0	0	0
"Gm11983"	0	0	0	0	1	0	0	0
"Gm11992"	6	16.5457	2	12	19	14	0	4
"Gm12117"	0	0	1	0	0	0	1	0
"Gm12166"	0	2.55679	0	0	6.14021	0	0	0
"Gm12169"	0	1	1	7	0	0	0	0
"Gm12184"	24.9998	0	32.1636	4.30743	14.5553	19.7438	4.07484	15.9604
"Gm12185"	14.8994	21.9886	20.06945	57.78606	30.71385	41.4869	35.09474	54.553326
"Gm12216"	4.84443	5.30125	8.25242	9	6.25443	13.48271	9.87622	5.51439
"Gm12248"	14.22497	9.54703	24.01413	15.23683	5.6391	16.0784	11.5442	21.4292
"Gm12253"	3.16245	2.0002	5.03243	10.071	1.00033	8.07102	5.00111	3.00074
"Gm12258"	36	25.4039	25	34.5387	31.0038	43.6763	74	129.214
"Gm12353"	7.4388	5.39799	12.1295	3.09787	5.36006	17.308	26.09	22.821
"Gm12394"	24.1866	26.0435	23.9725	31.6229	13.2363	39.3915	4.88537	7.39132
"Gm12569"	6	9	13	23	6	9	8	14
"Gm12666"	1.14227	0	0	6.88113	0	0	0	0
"Gm12689"	3	4	0	5	1	2	3	8
"Gm12695"	0	2	0	6	0	0	0	0
"Gm12728"	0	0	0	0	0	0	0	0
"Gm12789"	5.08349	13.3955	19.2294	48.5511	10.0803	27.9431	18.2195	19.5213
"Gm12790"	0	0	1.50251	7.19729	0	1.0832	1.44356	0
"Gm12794"	0	7	0	5.00386	0	0	0	0
"Gm128"	2.999996	2	8	5.34167	1	10	12	19.8409
"Gm12800"	0	0	0	4.99614	0	0	0	0
"Gm12830"	0	1	1	5	0	0	0	0
"Gm12845"	0	0	0	9.000000013567	0	0	0	0
"Gm12886"	1	6	7	25	1	6	4	11
"Gm12887"	0	2	0	3	0	0	0	0
"Gm12888"	0	2	0	4	0	1	0	0
"Gm13023"	0	0	0	8.019147	0	0	0	0
"Gm13030"	0	0	0	5	0	0	0	0
"Gm13040"	0	6.81927	0.135731	14.823	0	0	0	0
"Gm13043"	0	0	0	0	0	0	0	0
"Gm13057"	0	0	0	0	0	0	0	0
"Gm13078"	0	2.24506	2	7.10001	0	0	0	0
"Gm13083"	5.04532	6.43047	9	16.3755	5	14	5	10
"Gm13084"	0	0	0	10.0381	0	0	0	0
"Gm13088"	0	1.27075	0	5.17865	0	0	0	0
"Gm13089"	0	2	0	8	0	0	0	0
"Gm13090"	8	8	4	8	10	18	4	2
"Gm13101"	0	1	2.73421	2.73266	0	1	1	0
"Gm13102"	0.000124220075	0	2.45905e-08	16.3302434476	0	9.19347e-05	0.000210170989	9.60050107e-05
"Gm13103"	0	1.72925	0	4.821351	0	1	0	0
"Gm13119"	0	0	0	6.05167	0	0	0	0
"Gm13128"	0	0	0	5.71956	0	0	0	0
"Gm13199"	5	2	3	1	2.81757	4.45094	4.6974	4.40505
"Gm13212"	62.31271	152.8424	68.2664	107.809	290.057	175.7309	353.8221	415.7416
"Gm13271"	2	2	0	1.0466	2.18866	1.13554	0	0
"Gm13272"	0	1.26294	1	0	0	1.23497	1.07649	0
"Gm13275"	0	0	0	0	0	0	0	0
"Gm13276"	3.72319e-05	0	0	0	0	0	0	0
"Gm13277"	0	0	0	0	0	0	0	0
"Gm13278"	0	0	0	0	0	0	0	0
"Gm13279"	0	0	0	0	0	0	0	0
"Gm13283"	8.5675	5.03012	2.80193	1.94981	0	0	18.1544	16.5378
"Gm13285"	27.1695	15.9027	13.0777	54.4715	18.6453	41.7445	65.2951	70.431
"Gm13287"	0	0	0	0	0	0	0	0
"Gm13288"	5.59655	6.9511	4.00201	12.7796	3.2318	4.77207	17.8297	23.8326
"Gm13289"	0	0	0	0	0	0	0	0
"Gm13290"	3.56957	0	1.30027	3.72176	0	0	0	0
"Gm1330"	0	2	0	2	0	0	0	0
"Gm13304"	0	0	0	0	0	0	0	0
"Gm13305"	10.2392	0	0	3.53996	0	8.55592	0	0
"Gm13306"	0	0	0	1	0	0	1.19247	0
"Gm13420"	2	1	4	5	1	9	3	4
"Gm13539"	0	0	0	3	0	0	0	0
"Gm13547"	1.00644	1	0	2.000002	0	9.06827	3	1.27506
"Gm136"	0	0	0	3	0	0	0	0
"Gm13691"	0	1.40582	0.750096	10.1182	0	0.268478	0.165735	0.503924
"Gm13693"	0	1.40582	0.95501	10.1182	0.354617	0.416054	0.165735	0.503924
"Gm13694"	0	1.40582	0.95501	10.1182	0.354617	0.416054	0.165735	0.503924
"Gm13695"	0	1.40582	0	3.13149e-08	0.354617	0	0.165735	0.503924
"Gm13696"	0	1.40582	0.95501	10.1182	0.354617	0.416054	0.165735	0.503924
"Gm13697"	0	1.40582	0.95501	10.1182	0.354617	0.416054	0.165735	0.503924
"Gm13698"	0	1.40582	0.95501	10.1182	0.354617	0.416054	0.165735	0.503924
"Gm13723"	0	3	1	11	1	0	1	1
"Gm13871"	0	3.27872	0	31.88399	0	0	0	5.91945e-06
"Gm13889"	65.0818	44.99997	407	75	54	56.375	157.9996	165.0003
"Gm13941"	0	0	0	0	0	0	0	0
"Gm14124"	0	4	1	3.05852	3	4	5.66394	3
"Gm14137"	9.93638	13.0573	21.8866	41.1272	6.03256	24.2081	15.5771	38.9929
"Gm14139"	0	0	2	3.12895	0	0	1.33606	1
"Gm14147"	0	0.0188974	0.0232838	29.6634	0	0	0	1.40013
"Gm14151"	0	1.43633	3.31112	0	0	0	0	0
"Gm14180"	0	0	0	1	0	0	0	0
"Gm14190"	0	0	0	1	0	0	0	0
"Gm14214"	0	0	0	1	0	0	0	0
"Gm14226"	125.812	151.326	106.098	467.099	91.8391	152.522	152.602	116.653
"Gm14288"	138.8284	253.208	0	0.000170299	411.001	151.986	672.129	218.397
"Gm14295"	111.4659	171.16766	75.87292	118.4376	239.3147	168.7743	467.319	483.74
"Gm14296"	139.4493	173.219	108.08846	147.573647	213.047	270.74	412.63127	428.12088
"Gm14305"	91.3338	127.7331	66.1583	76.4794	158.9636	133.7744	404.619	469.107
"Gm14308"	9.92844	4.30935	18.0053	32.4271	66.36183	5.29450382	95.5656	274.964
"Gm14322"	0	5.1164172	0	4.052481	5.0386224	3.4315972	31.5154343506	47.493661
"Gm14325"	126.0025	182.15675	36.4793325	116.81776	327.993637	214.32775	349.60339	343.77051944
"Gm14326"	241.8234	283.9541	113.5543	122.5363	313.3515	287.608	501.17987	524.9741
"Gm14327"	531.861	543.377	203.882	226.719	438.961	450.464	215.706	237.419
"Gm14391"	56.886	95.9141	46.92952	69.6186	109.3769	90.1282	282.2529	233.4745
"Gm14393"	4.07958	2.25183	5.21934	4.83549	4.97249	13.5629	4.21289	10.5719
"Gm14399"	83.86186	95.82504	77.08784	70.38827	144.38496	174.14859	190.03374	212.45047
"Gm14401"	0	0	0	3.82442	0	0	0	0
"Gm14403"	112.1699	247.7861	57.6338	80.0024	281.232	223.4733	182.9466	180.9982
"Gm14406"	0	0	0	15.94050886	0	0	0	0
"Gm14408"	0.987046	0	0	0	0	0	0	0
"Gm14409"	3.64228	2.95587	3.90206	0	0	5.17996	0	7.43561
"Gm14410"	43.4142	74.4315	36.772	47.0512	115.9323	100.6861	249.654	287.848
"Gm14412"	5.17098	19.1874	14.9604	14.2122	29.8121	17.4087	13.3569	12.3599
"Gm14418"	34.3793	53.096	27.29203	60.2956	57.5016	46.367	141.8189	145.9833
"Gm14419"	35.99507	33.8446	37.00962	20.78733	53.7498	51.81133	160.3231	191.445
"Gm14434"	0	8.71935	4.74923	0	0.02168814	0	30.75157	42.04569
"Gm14435"	28.2506	33.6322	11.275	7.83831	27.5971	43.5408	80.2348	43.4193
"Gm14440"	327.245	297.911	185.357	239.912	213.732	418.291	1.80449	479.181
"Gm14443"	79.5277	125.295	74.8188	101.98	119.186	173.125	115.831	100.001
"Gm14444"	7.26193	2.32408	10.24444	15.6557	10.4102	14.41532	7.89603	11.20318
"Gm14459"	0	0	0	0	0	0	0	0
"Gm14496"	49.615	57.53698	69.9533	205.141	41.3339	91.4243	85.6456	129.442
"Gm14525"	0	0	0	0	0	0	0	0
"Gm14548"	27.5408	22.1279	271.89	212.298	21.8743	21.6692	142.72	111.702
"Gm14569"	0	0	3	9.75129	0	0	0	1
"Gm14597"	0	0	0	3.999992	0	0	0	0
"Gm14632"	0	0	0	0	0	0	0	0.111111
"Gm14685"	1	0	0	3.49096	0	3	0	1
"Gm14692"	0	0.5	0.5	0.5	0	0	0	0
"Gm14698"	90.6435	78.7741	113.426	0	95.8605	33.5636	0.0238712	96.7817
"Gm14743"	0	2	0	0	0	0	0	0
"Gm14744"	0	2	0	0.0912646	0	0.0131812	0.0195697	0
"Gm14781"	0	2	0	3.19713	0	0	0	0
"Gm14819"	0	0	0	0	0	0	0	0.111111
"Gm14862"	2	4.21599	4.26006	5	4.10599	8.67385	1.12214	1.0956
"Gm15013"	0	0.500113	1.00076	2	0.50027	2.00285	4.00409	2.00194
"Gm15023"	0	1.21509	1	9.16061	0	0	0	0
"Gm15056"	0	3	0	1	0	0	1	6
"Gm15080"	0	0	0.0689489	4.13873	0	0	0	0
"Gm15085"	0	0	0.144727	0	0	0	0	0
"Gm15091"	0	0	0	6.86387	0	0	0	0
"Gm15093"	0	0	0	24.1397	0	0	0	0
"Gm15097"	0	0	0.0689489	6.17229	0	0	0.10704	0.273257
"Gm15107"	0	0.0505529	0.144727	0	0	0	0	0
"Gm15114"	1	2.04227	0	1.3602	0	3	4.1982e-08	0
"Gm15127"	0	3.97387	0	10.50842	0	0	0.892960169834	2.726740140495
"Gm15128"	0	1.93331	1.50005	13.3481	0	0	0	0
"Gm15130"	0	0	0	0	0	0	0	0
"Gm15155"	0	0	1	2	0	0	1	0
"Gm15217"	0	0	0	0	0	2	0	0
"Gm15262"	0	0	3	8.4222200178142	0	1	0	0
"Gm1527"	0	2.35536	0	4.87058	0	0	0	0
"Gm15294"	0	0	0	0	0	0	0	0
"Gm15319"	17.1351	13.94	2.00097e-08	76.506	13.9408	15.4699	7.38378	6.81818
"Gm15446"	43.4951	48.413	35.4022	44.3869	79.9898	95.9271	168.888553	190.34507
"Gm15448"	1.24285	5.08297	10.9842	19.50143	6.77103	3.0621	57.0651	25.3939
"Gm15517"	2	0	0	0	0	0	0	0
"Gm1553"	0	2	0	1	0	1	0	0
"Gm15557"	0	0	0	1.28437	0	1	0	0
"Gm15737"	32.7629	50.0284	271.208	175.707	52.713	258.329	169.431	145.666
"Gm1604b"	1	0	2	9.10175	0	0	1	0
"Gm16181"	8.05308	7.14716	13.2336	7.63657	7.08858	15.539	17.328	24.4386
"Gm16223"	29	76	46	204	23	58	51	49
"Gm16253"	9	8	3	6	4	22	3	3
"Gm16286"	582.0229	592.017	498.066	293.802424	556.9552146	528.7397	839.8646	1083.6029
"Gm16367"	0	0	0	0	0	0	0	0.111111
"Gm16368"	0	0	0	0	0	0	0	0
"Gm16381"	0	0.5	0	2	0	0	0	0
"Gm16405"	0	0	0	0	0	0	0	0
"Gm16427"	0	3.88915	1.76566	23.19275207	2.50206	5.28534	0	0
"Gm16429"	0	0	1.20462	19.4676	0	0	2	0.5
"Gm16430"	0	0	0	0	0	1	0	0
"Gm16434"	0	1.62695	0	6.68961	0.666589	0	1.35028	0.808791
"Gm16440"	0	0	0	0	0	0	0	0
"Gm16451"	0	1.69974	0	1.17109	0	0	0	0
"Gm16506"	0	0	0	4.25368	0	0	0.907378	0
"Gm16513"	1	16.508	8.55465	93.09784	0	3.71948	0	0
"Gm1673"	4.61909	14	2.50483	0	9	9.1618	36.7818	32.15768
"Gm16867"	57.48425	38.94487	71.57516	61.07028	50.07282	66.49046	254.0448	219.9368
"Gm17018"	136.224	154.756	63.0153	15.1932	151.3	109.778	214.508	283.66
"Gm17019"	0	1	1.05041	1.70458	1.47907	0	0	0
"Gm17026"	0	0.554034	0	0	0	0	0	0
"Gm17027"	0	0	0	0	0	0	0	0
"Gm17067"	2.65899	17.8108	15.4001	90.3875	2.04798	12.961	9.09589	10.8892
"Gm17078"	0	0	0	1.05074	0	0	0	0
"Gm17079"	1	1.13217	5.02054	7.23754	0	0	0	0
"Gm17087"	0.498975	0	0.000683175	0.00173183	0	0	0.96879	1.00037
"Gm17093"	0	0	0	2.22842	0	0	0	0
"Gm17124"	0	0.554034	0	0	0	0	0	0
"Gm17174"	0	0	0	6.31228e-05	0	0	0	0
"Gm17175"	0	0	0	1.07637	0	0	0	0
"Gm17190"	0	0	0	3.00487	0	2.01336	0	0
"Gm17266"	0	0	0	18	0	1	1	1
"Gm17268"	0	0	1	1	0	0	4	1
"Gm17304"	0	0	1	4	1	2	0	1
"Gm17332"	0	0	0	1	0	0	0	0
"Gm17349"	0	0	0	0	0	0	0	0
"Gm17359"	6	3	7	20.99999	2	3	10	16
"Gm17364"	0	0	0	0	0	0	0	0
"Gm17374"	14.3692	11.0859	18.2871	18.425	8.73139	13.5899	11.0352	10.5382
"Gm17387"	2	0	0.924553	1	0	0	0	2
"Gm17402"	3.09571	3.68042	5.61254	35.2923	3	12.7799	4.98819	7.61065
"Gm17416"	0	0	0	4.000004	0	0	0	0
"Gm17428"	7	9	4	2	4	43	0	0
"Gm17455"	7	0	7	7	1	1	2	2
"Gm17482"	0	0	0	0	0	0	0	0
"Gm17490"	0	0	0	0	0	0	0	0
"Gm17535"	24.3043	1146.68	48.4691	2889.85	18.7861	15.7213	9.43518	4.33323
"Gm17542"	0	0.940658	0	2	0	0	0	0
"Gm17545"	3.20584	1.24683	6.48033	10.2602	1.97446	4.05595	1.06308	0.809901
"Gm17555"	69.8921	193.545	78.8892	467.568	48.6932	109.379	90.6396	106.307
"Gm17571"	17.7511	3.06819	14.0577	43.0057	3.14327	24.1527	9.43025	32.6832
"Gm17581"	0	0	0	0	0	0	0	0
"Gm17604"	4.42889	5.01072	2.30813	12.3535	2.01036	7.17918	9.14187	4.5841
"Gm17606"	0	2	0	1	0	0	1	2
"Gm17617"	0	0	0	0	0	0	0	0
"Gm17622"	0	0	0	0	0	0	0	0
"Gm17631"	0	0	0	0	0	0	0	0
"Gm17651"	0	0	0	0	0	0	0	0
"Gm17654"	0	1.28984	0	5.03602	0	0	0	0
"Gm17655"	17.38514	20.56339	15.42399	17.4121	32.342671	21.82326	90.4243	116.736
"Gm17657"	63.5201	41.6455	42.3372	72.4436	46.0894	142.765	25.4879	34.9518
"Gm17660"	0	0	0	4.0000002	0	0	2	1
"Gm17662"	0	0	0	0	0	0	0	0
"Gm17720"	0	0	0	0	0	0	0	0
"Gm17728"	0	0	1.0552	0	0	1.40594	0	0
"Gm17783"	0	0	0	1	0	0	0	0
"Gm17949"	3	3	0	5	2	5	1	5
"Gm18336"	0	2	0	5.05959	0	0	1	0
"Gm18596"	0	0	0	3	0	0	0	0
"Gm19345"	1	0	14.9214	5.82566	0	1	2.82254	5
"Gm19402"	0	0	0	4	0	0	0	0
"Gm19410"	24	46	18	32	35	33	2	2
"Gm19426"	4	5	4	2	5	6	12	14
"Gm19668"	0	0	2	3	0	0	0	0
"Gm19684"	6	4.62592	6.67218	9	4	6.77376	3.30882	4.12371
"Gm1979"	2.890695	2.62756	1.74365	8.27569	2.04175	1.799024	0	2.695593
"Gm1993"	0	0	0	0	0	0	0	0
"Gm19935"	0	1	0	3	0	0	0	0
"Gm19965"	0	1.14182	1	7	1	0	0	0
"Gm2000"	601.939	704.478	650.862	450.627	1053.1	706.706	4946.35	4335.93
"Gm2001"	0	0.5	0	2	0	0	0	0
"Gm2004"	7.58097	14.1785	7.42151	13.3816	31.49926	29.2456	72.7465	72.737
"Gm2007"	0	0	0	0	0	0	0	0
"Gm20075"	76.6591	58.8852	0	12.7012	77.0051	44.2396	23.8888	117.781
"Gm2012"	0	0	0	8.99036	0	0	0	0
"Gm2016"	0	1	0	6.58586	0	0	0	1.00059
"Gm20219"	5	3	11	8	3	8	7	5
"Gm2022"	0	1	0	2.39261	0	0	0	0
"Gm2026"	117.836	129.064	90.356	58.1338	162.064	141.547	446.707	358.533
"Gm2030"	0	5.07777	0	5.1538	0	0	0	0
"Gm2035"	0	0	0	0	0	0	0	0
"Gm20379"	5	2	5	11.0965	4	6	6	9
"Gm20382"	0	0	1	3	0	6	0	2
"Gm20388"	53.0794	0	0	77.1551	0	152.865	290.131	70.0972
"Gm20390"	149.68	199.749	299.538	87.2718	249.147	108.055	2366.19	2376.18
"Gm20403"	1.42873	5.57725	10.9096	2	9.36877	2.15487	4.96309	3.49511
"Gm2042"	1	5.64125	1.28748	18.86115	0	1	0	0
"Gm20422"	8.35018	20.14114	0	4.86799	4.61587	12.855	5.06026	19.47288
"Gm20431"	279.499	138.534	161.559	30.8999	94.9769	65.8762	307.423	435.377
"Gm20441"	0	0	0	0	0	0	0	0
"Gm20481"	0	0	0	0	1.22375	0	0	0
"Gm20489"	0	0	0	0	0	0	0	0
"Gm20498"	34.59793	16.6198	14.01137	41.49855	31.0064	78.2233	62.77	127.4207
"Gm20503"	9.66772	65.0195	9.14349	0	85.2613	32.4493	62.1529	115.906
"Gm20509"	0	1.08771	0	0	0	0	0	0
"Gm20521"	0	0	0	1.19839e-06	0	0	0	0
"Gm20538"	0	0	0	0	0	0	0	0
"Gm20547"	0	0	9.31759	3.385621	0	0	0	0
"Gm2056"	0	0	0	2.59278	0	0	0	0
"Gm20594"	2534410	1924720	2895810	3276530	2573120	2272170	1395770	1132540
"Gm20604"	67.1184	73.6416	44.4039	28.1186	94.808	92.5682	119.344	157.954
"Gm20671"	1.8166	14.5433	3.06136	2.18162e-05	21.7828	0	3.44106	0
"Gm20695"	14.0126	12.1212	6.04872	0	9.40584	2.91775	10.0958	27.2365
"Gm20708"	12.6208	14.746	0	10.6746	3.44245	0	0	0
"Gm20721"	22.1081	32.1046	40.8434	16.7514	22.154	50.4608	39.5852	74.3231
"Gm20736"	0	0	0	4.76358	0	0	0	0
"Gm20737"	0	3.02503	0	7.5779	0	0	0.299156	0
"Gm20738"	0	0	0	0	0	0	0.129994	0
"Gm20741"	0	2	0	2	0	0	0	0
"Gm20747"	0	3.3765	1.95883	13.0235	0	0	0	0
"Gm2075"	0	0	0	0.304374	0	0	0	0
"Gm20765"	0	1.75	1	7.56602	0	0.5	0.169391	0
"Gm20767"	0	0	0	15.0858	0	0	0	0
"Gm20772"	0	0	0	1.34887e-07	0	0	0.00142677	0
"Gm20773"	0	0	2.78342	0	0	0	0.0120727	0
