Transcript stable ID version	Gene stable ID	Gene name
ENSMUST00000082421.1	ENSMUSG00000064370	mt-Cytb
ENSMUST00000082419.1	ENSMUSG00000064368	mt-Nd6
ENSMUST00000082418.1	ENSMUSG00000064367	mt-Nd5
ENSMUST00000082414.1	ENSMUSG00000064363	mt-Nd4
ENSMUST00000084013.1	ENSMUSG00000065947	mt-Nd4l
ENSMUST00000082411.1	ENSMUSG00000064360	mt-Nd3
ENSMUST00000082409.1	ENSMUSG00000064358	mt-Co3
ENSMUST00000082408.1	ENSMUSG00000064357	mt-Atp6
ENSMUST00000082407.1	ENSMUSG00000064356	mt-Atp8
ENSMUST00000082405.1	ENSMUSG00000064354	mt-Co2
ENSMUST00000082402.1	ENSMUSG00000064351	mt-Co1
ENSMUST00000082396.1	ENSMUSG00000064345	mt-Nd2
ENSMUST00000082392.1	ENSMUSG00000064341	mt-Nd1
ENSMUST00000038131.9	ENSMUSG00000033970	Rfc3
ENSMUST00000093995.9	ENSMUSG00000000632	Sez6
ENSMUST00000000646.13	ENSMUSG00000000632	Sez6
ENSMUST00000140630.1	ENSMUSG00000000632	Sez6
ENSMUST00000034346.14	ENSMUSG00000055730	Ces2a
ENSMUST00000159303.2	ENSMUSG00000055730	Ces2a
ENSMUST00000164182.2	ENSMUSG00000055730	Ces2a
ENSMUST00000096053.4	ENSMUSG00000036097	Slf2
ENSMUST00000236057.1	ENSMUSG00000036097	Slf2
ENSMUST00000237505.1	ENSMUSG00000036097	Slf2
ENSMUST00000229640.1	ENSMUSG00000055447	Cd47
ENSMUST00000114496.2	ENSMUSG00000055447	Cd47
ENSMUST00000229101.1	ENSMUSG00000055447	Cd47
ENSMUST00000230836.1	ENSMUSG00000055447	Cd47
ENSMUST00000229206.1	ENSMUSG00000055447	Cd47
ENSMUST00000084838.13	ENSMUSG00000055447	Cd47
ENSMUST00000230281.1	ENSMUSG00000055447	Cd47
ENSMUST00000230641.1	ENSMUSG00000055447	Cd47
ENSMUST00000229104.1	ENSMUSG00000055447	Cd47
ENSMUST00000141387.3	ENSMUSG00000027887	Sypl2
ENSMUST00000103091.8	ENSMUSG00000017670	Elmo2
ENSMUST00000148643.7	ENSMUSG00000017670	Elmo2
ENSMUST00000074046.12	ENSMUSG00000017670	Elmo2
ENSMUST00000094329.10	ENSMUSG00000017670	Elmo2
ENSMUST00000103088.9	ENSMUSG00000017670	Elmo2
ENSMUST00000071699.10	ENSMUSG00000017670	Elmo2
ENSMUST00000137188.1	ENSMUSG00000017670	Elmo2
ENSMUST00000133205.7	ENSMUSG00000017670	Elmo2
ENSMUST00000128690.1	ENSMUSG00000017670	Elmo2
ENSMUST00000084882.8	ENSMUSG00000006356	Crip2
ENSMUST00000200380.4	ENSMUSG00000006356	Crip2
ENSMUST00000196015.4	ENSMUSG00000006356	Crip2
ENSMUST00000111899.7	ENSMUSG00000055491	Pprc1
ENSMUST00000099392.9	ENSMUSG00000055491	Pprc1
ENSMUST00000062322.10	ENSMUSG00000055491	Pprc1
ENSMUST00000135327.7	ENSMUSG00000055491	Pprc1
ENSMUST00000150158.7	ENSMUSG00000055491	Pprc1
ENSMUST00000126127.7	ENSMUSG00000055491	Pprc1
ENSMUST00000147640.1	ENSMUSG00000055491	Pprc1
ENSMUST00000037783.6	ENSMUSG00000034083	Ccdc174
ENSMUST00000235907.1	ENSMUSG00000117965	AC141477.1
ENSMUST00000109528.8	ENSMUSG00000067787	Blcap
ENSMUST00000088494.2	ENSMUSG00000067787	Blcap
ENSMUST00000173378.7	ENSMUSG00000067787	Blcap
ENSMUST00000041183.6	ENSMUSG00000036144	Meox2
ENSMUST00000150134.1	ENSMUSG00000050860	Phospho1
ENSMUST00000054173.3	ENSMUSG00000050860	Phospho1
ENSMUST00000176538.1	ENSMUSG00000050860	Phospho1
ENSMUST00000106108.8	ENSMUSG00000042446	Zmym4
ENSMUST00000135003.1	ENSMUSG00000042446	Zmym4
ENSMUST00000055353.8	ENSMUSG00000025469	Msx3
ENSMUST00000172775.3	ENSMUSG00000025469	Msx3
ENSMUST00000022007.7	ENSMUSG00000021534	1700001L19Rik
ENSMUST00000222604.1	ENSMUSG00000021534	1700001L19Rik
ENSMUST00000193898.1	ENSMUSG00000091060	Myocos
ENSMUST00000169439.2	ENSMUSG00000091060	Myocos
ENSMUST00000056071.12	ENSMUSG00000043263	Ifi209
ENSMUST00000020776.4	ENSMUSG00000020482	Ccdc117
ENSMUST00000144531.1	ENSMUSG00000059278	Naa38
ENSMUST00000059026.9	ENSMUSG00000018381	Abi3
ENSMUST00000137645.1	ENSMUSG00000018381	Abi3
ENSMUST00000209778.2	ENSMUSG00000073964	Olfr570
ENSMUST00000098215.2	ENSMUSG00000073964	Olfr570
ENSMUST00000028020.10	ENSMUSG00000026697	Myoc
ENSMUST00000114243.7	ENSMUSG00000047361	Gm973
ENSMUST00000186434.2	ENSMUSG00000047361	Gm973
ENSMUST00000212835.1	ENSMUSG00000047361	Gm973
ENSMUST00000190490.1	ENSMUSG00000047361	Gm973
ENSMUST00000153739.8	ENSMUSG00000067786	Nnat
ENSMUST00000173595.1	ENSMUSG00000067786	Nnat
ENSMUST00000109526.1	ENSMUSG00000067786	Nnat
ENSMUST00000173839.1	ENSMUSG00000067786	Nnat
ENSMUST00000173041.7	ENSMUSG00000067786	Nnat
ENSMUST00000173793.7	ENSMUSG00000067786	Nnat
ENSMUST00000172487.1	ENSMUSG00000067786	Nnat
ENSMUST00000088484.5	ENSMUSG00000067786	Nnat
ENSMUST00000031347.7	ENSMUSG00000029401	Rilpl2
ENSMUST00000214160.1	ENSMUSG00000043310	Olfr571
ENSMUST00000215773.1	ENSMUSG00000043310	Olfr571
ENSMUST00000061738.3	ENSMUSG00000043310	Olfr571
ENSMUST00000001806.9	ENSMUSG00000001755	Coasy
ENSMUST00000107308.3	ENSMUSG00000001755	Coasy
ENSMUST00000102699.7	ENSMUSG00000028687	Mutyh
ENSMUST00000130359.7	ENSMUSG00000028687	Mutyh
ENSMUST00000108660.7	ENSMUSG00000044795	Cyb5d1
ENSMUST00000051620.4	ENSMUSG00000044795	Cyb5d1
ENSMUST00000185797.6	ENSMUSG00000026209	Dnpep
ENSMUST00000185419.6	ENSMUSG00000026209	Dnpep
ENSMUST00000113605.9	ENSMUSG00000026209	Dnpep
ENSMUST00000187836.6	ENSMUSG00000026209	Dnpep
ENSMUST00000189551.6	ENSMUSG00000026209	Dnpep
ENSMUST00000187000.6	ENSMUSG00000026209	Dnpep
ENSMUST00000187075.6	ENSMUSG00000026209	Dnpep
ENSMUST00000191254.6	ENSMUSG00000026209	Dnpep
ENSMUST00000188652.6	ENSMUSG00000026209	Dnpep
ENSMUST00000189282.2	ENSMUSG00000026209	Dnpep
ENSMUST00000066668.13	ENSMUSG00000026209	Dnpep
ENSMUST00000088407.3	ENSMUSG00000067750	Khdc1a
ENSMUST00000028656.1	ENSMUSG00000027225	Duoxa2
ENSMUST00000038228.10	ENSMUSG00000034723	Tmx4
ENSMUST00000110120.1	ENSMUSG00000034723	Tmx4
ENSMUST00000110119.1	ENSMUSG00000034723	Tmx4
ENSMUST00000050140.5	ENSMUSG00000045377	Tmem88
ENSMUST00000099840.1	ENSMUSG00000075142	Olfr74
ENSMUST00000163048.7	ENSMUSG00000063334	Krr1
ENSMUST00000174653.1	ENSMUSG00000063334	Krr1
ENSMUST00000031349.8	ENSMUSG00000029402	Snrnp35
ENSMUST00000136567.1	ENSMUSG00000029402	Snrnp35
ENSMUST00000111453.1	ENSMUSG00000029402	Snrnp35
ENSMUST00000214133.1	ENSMUSG00000111184	Gm49661
ENSMUST00000150843.7	ENSMUSG00000037514	Pank2
ENSMUST00000145904.1	ENSMUSG00000037514	Pank2
ENSMUST00000064922.6	ENSMUSG00000052837	Junb
ENSMUST00000023105.4	ENSMUSG00000022468	Endou
ENSMUST00000100249.9	ENSMUSG00000022468	Endou
ENSMUST00000028340.3	ENSMUSG00000026963	Tmem210
ENSMUST00000187695.6	ENSMUSG00000061080	Lsamp
ENSMUST00000078873.10	ENSMUSG00000061080	Lsamp
ENSMUST00000099761.9	ENSMUSG00000061080	Lsamp
ENSMUST00000145951.7	ENSMUSG00000061080	Lsamp
ENSMUST00000133853.2	ENSMUSG00000061080	Lsamp
ENSMUST00000110537.7	ENSMUSG00000027224	Duoxa1
ENSMUST00000110538.7	ENSMUSG00000027224	Duoxa1
ENSMUST00000148417.7	ENSMUSG00000027224	Duoxa1
ENSMUST00000154412.1	ENSMUSG00000027224	Duoxa1
ENSMUST00000147788.7	ENSMUSG00000027224	Duoxa1
ENSMUST00000028653.13	ENSMUSG00000027224	Duoxa1
ENSMUST00000109736.8	ENSMUSG00000052926	Rnaseh2a
ENSMUST00000065049.14	ENSMUSG00000052926	Rnaseh2a
ENSMUST00000128972.8	ENSMUSG00000052926	Rnaseh2a
ENSMUST00000147812.7	ENSMUSG00000052926	Rnaseh2a
ENSMUST00000140561.7	ENSMUSG00000052926	Rnaseh2a
ENSMUST00000130902.1	ENSMUSG00000052926	Rnaseh2a
ENSMUST00000109738.9	ENSMUSG00000052926	Rnaseh2a
ENSMUST00000111639.7	ENSMUSG00000040187	Arntl2
ENSMUST00000111636.7	ENSMUSG00000040187	Arntl2
ENSMUST00000111638.7	ENSMUSG00000040187	Arntl2
ENSMUST00000080530.5	ENSMUSG00000040187	Arntl2
ENSMUST00000103071.3	ENSMUSG00000020713	Gh
ENSMUST00000111178.1	ENSMUSG00000020658	Efr3b
ENSMUST00000218166.1	ENSMUSG00000020658	Efr3b
ENSMUST00000084319.10	ENSMUSG00000006392	Med8
ENSMUST00000126089.7	ENSMUSG00000006392	Med8
ENSMUST00000073881.7	ENSMUSG00000006392	Med8
ENSMUST00000019229.14	ENSMUSG00000006392	Med8
ENSMUST00000144577.1	ENSMUSG00000006392	Med8
ENSMUST00000106384.9	ENSMUSG00000006392	Med8
ENSMUST00000091374.8	ENSMUSG00000026021	Sumo1
ENSMUST00000185265.1	ENSMUSG00000026021	Sumo1
ENSMUST00000154689.7	ENSMUSG00000028863	Meaf6
ENSMUST00000055213.10	ENSMUSG00000028863	Meaf6
ENSMUST00000106171.8	ENSMUSG00000028863	Meaf6
ENSMUST00000223563.1	ENSMUSG00000035711	Dok3
ENSMUST00000047877.4	ENSMUSG00000035711	Dok3
ENSMUST00000030915.10	ENSMUSG00000029049	Morn1
ENSMUST00000155775.7	ENSMUSG00000029049	Morn1
ENSMUST00000127457.1	ENSMUSG00000029049	Morn1
ENSMUST00000080929.12	ENSMUSG00000057000	Nxf3
ENSMUST00000138878.1	ENSMUSG00000057000	Nxf3
ENSMUST00000106027.8	ENSMUSG00000038611	Phrf1
ENSMUST00000122143.7	ENSMUSG00000038611	Phrf1
ENSMUST00000142572.7	ENSMUSG00000038611	Phrf1
ENSMUST00000130687.1	ENSMUSG00000038611	Phrf1
ENSMUST00000044228.10	ENSMUSG00000040592	Cd79b
ENSMUST00000167143.1	ENSMUSG00000040592	Cd79b
ENSMUST00000024791.14	ENSMUSG00000023992	Trem2
ENSMUST00000113237.3	ENSMUSG00000023992	Trem2
ENSMUST00000205391.1	ENSMUSG00000034957	Cebpa
ENSMUST00000042985.10	ENSMUSG00000034957	Cebpa
ENSMUST00000027974.6	ENSMUSG00000026663	Atf6
ENSMUST00000231860.1	ENSMUSG00000090777	Ccdc188
ENSMUST00000231369.1	ENSMUSG00000090777	Ccdc188
ENSMUST00000167061.1	ENSMUSG00000090777	Ccdc188
ENSMUST00000109935.7	ENSMUSG00000074736	Syndig1
ENSMUST00000144179.1	ENSMUSG00000074736	Syndig1
ENSMUST00000109934.1	ENSMUSG00000074736	Syndig1
ENSMUST00000137280.1	ENSMUSG00000074736	Syndig1
ENSMUST00000149705.1	ENSMUSG00000074736	Syndig1
ENSMUST00000140870.7	ENSMUSG00000074736	Syndig1
ENSMUST00000145731.7	ENSMUSG00000038116	Phf20
ENSMUST00000037401.9	ENSMUSG00000038116	Phf20
ENSMUST00000162508.8	ENSMUSG00000056888	Glipr1
ENSMUST00000161870.2	ENSMUSG00000056888	Glipr1
ENSMUST00000074805.11	ENSMUSG00000056888	Glipr1
ENSMUST00000035154.3	ENSMUSG00000032551	1110059G10Rik
ENSMUST00000118422.1	ENSMUSG00000032551	1110059G10Rik
ENSMUST00000105579.7	ENSMUSG00000029076	Sdf4
ENSMUST00000050078.12	ENSMUSG00000029076	Sdf4
ENSMUST00000097734.10	ENSMUSG00000029076	Sdf4
ENSMUST00000105578.1	ENSMUSG00000029076	Sdf4
ENSMUST00000079510.5	ENSMUSG00000052488	Cherp
ENSMUST00000212991.1	ENSMUSG00000052488	Cherp
ENSMUST00000021056.7	ENSMUSG00000001027	Scn4a
ENSMUST00000034854.7	ENSMUSG00000035200	Chrnb4
ENSMUST00000102622.1	ENSMUSG00000062793	Olfr1158
ENSMUST00000103179.9	ENSMUSG00000018401	Mtmr4
ENSMUST00000092802.11	ENSMUSG00000018401	Mtmr4
ENSMUST00000146871.7	ENSMUSG00000018401	Mtmr4
ENSMUST00000123105.7	ENSMUSG00000018401	Mtmr4
ENSMUST00000119628.7	ENSMUSG00000018401	Mtmr4
ENSMUST00000134216.2	ENSMUSG00000018401	Mtmr4
ENSMUST00000102607.9	ENSMUSG00000028830	AU040320
ENSMUST00000102608.9	ENSMUSG00000028830	AU040320
ENSMUST00000047431.10	ENSMUSG00000028830	AU040320
ENSMUST00000154640.7	ENSMUSG00000028830	AU040320
ENSMUST00000148935.7	ENSMUSG00000028830	AU040320
ENSMUST00000132660.1	ENSMUSG00000028830	AU040320
ENSMUST00000056113.4	ENSMUSG00000045019	Acer1
ENSMUST00000135472.1	ENSMUSG00000026835	Fcnb
ENSMUST00000028179.14	ENSMUSG00000026835	Fcnb
ENSMUST00000117486.7	ENSMUSG00000026835	Fcnb
ENSMUST00000237875.1	ENSMUSG00000036775	Decr2
ENSMUST00000040907.7	ENSMUSG00000036775	Decr2
ENSMUST00000237265.1	ENSMUSG00000036775	Decr2
ENSMUST00000236268.1	ENSMUSG00000036775	Decr2
ENSMUST00000150534.8	ENSMUSG00000036775	Decr2
ENSMUST00000062060.4	ENSMUSG00000026734	4921504E06Rik
ENSMUST00000110437.3	ENSMUSG00000023330	Dtwd1
ENSMUST00000170908.7	ENSMUSG00000023330	Dtwd1
ENSMUST00000114458.7	ENSMUSG00000035356	Nfkbiz
ENSMUST00000036273.12	ENSMUSG00000035356	Nfkbiz
ENSMUST00000114457.7	ENSMUSG00000035356	Nfkbiz
ENSMUST00000096026.8	ENSMUSG00000035356	Nfkbiz
ENSMUST00000171447.7	ENSMUSG00000026659	Dusp12
ENSMUST00000027970.13	ENSMUSG00000026659	Dusp12
ENSMUST00000172042.1	ENSMUSG00000026659	Dusp12
ENSMUST00000076316.5	ENSMUSG00000037148	Arhgap10
ENSMUST00000210922.1	ENSMUSG00000037148	Arhgap10
ENSMUST00000210519.1	ENSMUSG00000037148	Arhgap10
ENSMUST00000002735.8	ENSMUSG00000002660	Clpp
ENSMUST00000192195.5	ENSMUSG00000038179	Slamf7
ENSMUST00000192024.5	ENSMUSG00000038179	Slamf7
ENSMUST00000194531.5	ENSMUSG00000038179	Slamf7
ENSMUST00000194791.1	ENSMUSG00000038179	Slamf7
ENSMUST00000111276.8	ENSMUSG00000038179	Slamf7
ENSMUST00000211781.1	ENSMUSG00000020102	Slc16a7
ENSMUST00000063318.9	ENSMUSG00000020102	Slc16a7
ENSMUST00000210780.1	ENSMUSG00000020102	Slc16a7
ENSMUST00000105257.3	ENSMUSG00000020102	Slc16a7
ENSMUST00000210069.1	ENSMUSG00000020102	Slc16a7
ENSMUST00000027637.12	ENSMUSG00000026388	3110009E18Rik
ENSMUST00000112644.8	ENSMUSG00000026388	3110009E18Rik
ENSMUST00000056038.14	ENSMUSG00000026388	3110009E18Rik
ENSMUST00000153037.1	ENSMUSG00000026388	3110009E18Rik
ENSMUST00000226395.1	ENSMUSG00000037536	Fbxo34
ENSMUST00000043112.8	ENSMUSG00000037536	Fbxo34
ENSMUST00000228668.1	ENSMUSG00000037536	Fbxo34
ENSMUST00000168833.8	ENSMUSG00000037536	Fbxo34
ENSMUST00000095941.8	ENSMUSG00000037536	Fbxo34
ENSMUST00000228740.1	ENSMUSG00000037536	Fbxo34
ENSMUST00000226432.1	ENSMUSG00000037536	Fbxo34
ENSMUST00000163324.7	ENSMUSG00000037536	Fbxo34
ENSMUST00000165714.1	ENSMUSG00000037536	Fbxo34
ENSMUST00000074141.13	ENSMUSG00000002661	Alkbh7
ENSMUST00000002737.6	ENSMUSG00000002661	Alkbh7
ENSMUST00000024104.8	ENSMUSG00000023333	Gcm1
ENSMUST00000109515.2	ENSMUSG00000094559	Cyp2d34
ENSMUST00000024880.10	ENSMUSG00000024076	Vit
ENSMUST00000232859.1	ENSMUSG00000024076	Vit
ENSMUST00000169534.5	ENSMUSG00000054892	Txk
ENSMUST00000197313.4	ENSMUSG00000054892	Txk
ENSMUST00000113604.9	ENSMUSG00000054892	Txk
ENSMUST00000198464.2	ENSMUSG00000054892	Txk
ENSMUST00000169070.1	ENSMUSG00000062148	Ear6
ENSMUST00000074477.6	ENSMUSG00000062148	Ear6
ENSMUST00000112350.7	ENSMUSG00000055817	Mta3
ENSMUST00000112349.8	ENSMUSG00000055817	Mta3
ENSMUST00000112352.9	ENSMUSG00000055817	Mta3
ENSMUST00000067826.14	ENSMUSG00000055817	Mta3
ENSMUST00000176816.7	ENSMUSG00000055817	Mta3
ENSMUST00000176054.2	ENSMUSG00000055817	Mta3
ENSMUST00000002740.2	ENSMUSG00000002664	Pspn
ENSMUST00000022623.12	ENSMUSG00000022043	Trim35
ENSMUST00000121006.1	ENSMUSG00000022043	Trim35
ENSMUST00000094337.1	ENSMUSG00000070524	Fcrlb
ENSMUST00000106023.7	ENSMUSG00000025498	Irf7
ENSMUST00000026571.10	ENSMUSG00000025498	Irf7
ENSMUST00000097952.8	ENSMUSG00000025498	Irf7
ENSMUST00000123525.1	ENSMUSG00000025498	Irf7
ENSMUST00000033602.8	ENSMUSG00000031250	Tnmd
ENSMUST00000109931.7	ENSMUSG00000068134	Zfp120
ENSMUST00000089207.12	ENSMUSG00000068134	Zfp120
ENSMUST00000094538.5	ENSMUSG00000068134	Zfp120
ENSMUST00000023630.15	ENSMUSG00000022913	Psmg1
ENSMUST00000233128.1	ENSMUSG00000022913	Psmg1
ENSMUST00000215782.2	ENSMUSG00000073963	Olfr572
ENSMUST00000214096.1	ENSMUSG00000073963	Olfr572
ENSMUST00000098214.1	ENSMUSG00000073963	Olfr572
ENSMUST00000223669.1	ENSMUSG00000021945	Zmym2
ENSMUST00000022511.9	ENSMUSG00000021945	Zmym2
ENSMUST00000052168.5	ENSMUSG00000043415	Otud1
ENSMUST00000162367.7	ENSMUSG00000006014	Prg4
ENSMUST00000161611.7	ENSMUSG00000006014	Prg4
ENSMUST00000161320.7	ENSMUSG00000006014	Prg4
ENSMUST00000159035.1	ENSMUSG00000006014	Prg4
ENSMUST00000006171.15	ENSMUSG00000006014	Prg4
ENSMUST00000164600.7	ENSMUSG00000006014	Prg4
ENSMUST00000111901.8	ENSMUSG00000006014	Prg4
ENSMUST00000111902.8	ENSMUSG00000006014	Prg4
ENSMUST00000210571.1	ENSMUSG00000052785	Olfr573-ps1
ENSMUST00000064830.5	ENSMUSG00000052785	Olfr573-ps1
ENSMUST00000105802.7	ENSMUSG00000028747	Htr6
ENSMUST00000068036.1	ENSMUSG00000028747	Htr6
ENSMUST00000180803.7	ENSMUSG00000096276	Gm2042
ENSMUST00000180707.7	ENSMUSG00000096276	Gm2042
ENSMUST00000181347.1	ENSMUSG00000096276	Gm2042
ENSMUST00000110145.11	ENSMUSG00000096276	Gm2042
ENSMUST00000181843.1	ENSMUSG00000096276	Gm2042
ENSMUST00000180706.7	ENSMUSG00000096276	Gm2042
ENSMUST00000181394.7	ENSMUSG00000096276	Gm2042
ENSMUST00000181326.7	ENSMUSG00000096276	Gm2042
ENSMUST00000181300.1	ENSMUSG00000096276	Gm2042
ENSMUST00000098443.8	ENSMUSG00000032564	Cpne4
ENSMUST00000157006.7	ENSMUSG00000032564	Cpne4
ENSMUST00000057742.14	ENSMUSG00000032564	Cpne4
ENSMUST00000077190.6	ENSMUSG00000032564	Cpne4
ENSMUST00000213120.1	ENSMUSG00000032564	Cpne4
ENSMUST00000213452.1	ENSMUSG00000032564	Cpne4
ENSMUST00000062474.4	ENSMUSG00000050445	Cyp8b1
ENSMUST00000046322.13	ENSMUSG00000038421	Fcrla
ENSMUST00000159171.1	ENSMUSG00000038421	Fcrla
ENSMUST00000162136.1	ENSMUSG00000038421	Fcrla
ENSMUST00000162887.1	ENSMUSG00000038421	Fcrla
ENSMUST00000031654.9	ENSMUSG00000029649	Pomp
ENSMUST00000201376.3	ENSMUSG00000029649	Pomp
ENSMUST00000201120.1	ENSMUSG00000029649	Pomp
ENSMUST00000064853.12	ENSMUSG00000052794	1700030K09Rik
ENSMUST00000121902.1	ENSMUSG00000052794	1700030K09Rik
ENSMUST00000038091.7	ENSMUSG00000038806	Sde2
ENSMUST00000085876.11	ENSMUSG00000066677	Ifi208
ENSMUST00000169857.1	ENSMUSG00000066677	Ifi208
ENSMUST00000075072.5	ENSMUSG00000021886	Gpr65
ENSMUST00000070223.5	ENSMUSG00000041722	Khdc1c
ENSMUST00000109855.7	ENSMUSG00000020481	Ankrd36
ENSMUST00000118112.8	ENSMUSG00000020481	Ankrd36
ENSMUST00000137933.1	ENSMUSG00000020481	Ankrd36
ENSMUST00000109856.7	ENSMUSG00000020481	Ankrd36
ENSMUST00000229373.1	ENSMUSG00000000552	Zfp385a
ENSMUST00000168828.2	ENSMUSG00000000552	Zfp385a
ENSMUST00000229551.1	ENSMUSG00000000552	Zfp385a
ENSMUST00000046548.13	ENSMUSG00000050199	Lgr4
ENSMUST00000111037.2	ENSMUSG00000050199	Lgr4
ENSMUST00000211329.1	ENSMUSG00000045824	Olfr574
ENSMUST00000052997.5	ENSMUSG00000045824	Olfr574
ENSMUST00000215457.1	ENSMUSG00000075141	Olfr1160
ENSMUST00000099839.3	ENSMUSG00000075141	Olfr1160
ENSMUST00000006565.12	ENSMUSG00000006398	Cdc20
ENSMUST00000217006.1	ENSMUSG00000045150	Olfr1161
ENSMUST00000214438.1	ENSMUSG00000045150	Olfr1161
ENSMUST00000054845.5	ENSMUSG00000045150	Olfr1161
ENSMUST00000226873.1	ENSMUSG00000053205	Styx
ENSMUST00000228818.1	ENSMUSG00000053205	Styx
ENSMUST00000076957.6	ENSMUSG00000060166	Zdhhc8
ENSMUST00000231412.1	ENSMUSG00000060166	Zdhhc8
ENSMUST00000114318.9	ENSMUSG00000026959	Grin1
ENSMUST00000114310.9	ENSMUSG00000026959	Grin1
ENSMUST00000114308.9	ENSMUSG00000026959	Grin1
ENSMUST00000114317.9	ENSMUSG00000026959	Grin1
ENSMUST00000028335.12	ENSMUSG00000026959	Grin1
ENSMUST00000114314.9	ENSMUSG00000026959	Grin1
ENSMUST00000114307.7	ENSMUSG00000026959	Grin1
ENSMUST00000114312.1	ENSMUSG00000026959	Grin1
ENSMUST00000017348.2	ENSMUSG00000017204	Gsdma
ENSMUST00000112641.7	ENSMUSG00000026389	Steap3
ENSMUST00000112639.7	ENSMUSG00000026389	Steap3
ENSMUST00000112640.7	ENSMUSG00000026389	Steap3
ENSMUST00000140490.7	ENSMUSG00000026389	Steap3
ENSMUST00000112643.1	ENSMUSG00000026389	Steap3
ENSMUST00000210548.1	ENSMUSG00000109739	Gm17949
ENSMUST00000129056.2	ENSMUSG00000075140	Olfr73
ENSMUST00000099838.1	ENSMUSG00000075140	Olfr73
ENSMUST00000173494.3	ENSMUSG00000091415	Ak9
ENSMUST00000031246.8	ENSMUSG00000029306	Ibsp
ENSMUST00000081747.7	ENSMUSG00000060512	0610040J01Rik
ENSMUST00000196575.4	ENSMUSG00000060512	0610040J01Rik
ENSMUST00000196367.4	ENSMUSG00000060512	0610040J01Rik
ENSMUST00000199667.1	ENSMUSG00000060512	0610040J01Rik
ENSMUST00000007814.9	ENSMUSG00000007670	Khsrp
ENSMUST00000233480.1	ENSMUSG00000007670	Khsrp
ENSMUST00000232759.1	ENSMUSG00000007670	Khsrp
ENSMUST00000030289.8	ENSMUSG00000028560	Usp1
ENSMUST00000091358.10	ENSMUSG00000028560	Usp1
ENSMUST00000169053.1	ENSMUSG00000028560	Usp1
ENSMUST00000125104.1	ENSMUSG00000028560	Usp1
ENSMUST00000037096.8	ENSMUSG00000038085	Cnbd2
ENSMUST00000073942.11	ENSMUSG00000038085	Cnbd2
ENSMUST00000109580.1	ENSMUSG00000038085	Cnbd2
ENSMUST00000183862.2	ENSMUSG00000075139	Olfr1162
ENSMUST00000099837.1	ENSMUSG00000075139	Olfr1162
ENSMUST00000057910.15	ENSMUSG00000047417	Rexo1
ENSMUST00000182260.7	ENSMUSG00000047417	Rexo1
ENSMUST00000183233.8	ENSMUSG00000047417	Rexo1
ENSMUST00000182604.7	ENSMUSG00000047417	Rexo1
ENSMUST00000006557.12	ENSMUSG00000006390	Elovl1
ENSMUST00000102673.10	ENSMUSG00000006390	Elovl1
ENSMUST00000067896.3	ENSMUSG00000006390	Elovl1
ENSMUST00000167636.7	ENSMUSG00000006390	Elovl1
ENSMUST00000050519.7	ENSMUSG00000048988	Elfn1
ENSMUST00000215268.1	ENSMUSG00000075137	Olfr1163
ENSMUST00000099835.4	ENSMUSG00000075137	Olfr1163
ENSMUST00000216420.1	ENSMUSG00000066269	Olfr575
ENSMUST00000213477.1	ENSMUSG00000066269	Olfr575
ENSMUST00000084812.2	ENSMUSG00000066269	Olfr575
ENSMUST00000089452.5	ENSMUSG00000057346	Apol9a
ENSMUST00000081776.10	ENSMUSG00000057346	Apol9a
ENSMUST00000231161.1	ENSMUSG00000057346	Apol9a
ENSMUST00000002551.4	ENSMUSG00000002477	Snrpd1
ENSMUST00000234207.1	ENSMUSG00000002477	Snrpd1
ENSMUST00000235020.1	ENSMUSG00000002477	Snrpd1
ENSMUST00000099834.4	ENSMUSG00000075136	Olfr1164
ENSMUST00000072955.11	ENSMUSG00000050530	Fam171a1
ENSMUST00000115099.8	ENSMUSG00000050530	Fam171a1
ENSMUST00000091505.10	ENSMUSG00000050530	Fam171a1
ENSMUST00000062934.6	ENSMUSG00000050530	Fam171a1
ENSMUST00000015499.13	ENSMUSG00000015355	Cd48
ENSMUST00000068584.6	ENSMUSG00000015355	Cd48
ENSMUST00000224001.1	ENSMUSG00000023993	Treml1
ENSMUST00000024792.7	ENSMUSG00000023993	Treml1
ENSMUST00000225849.1	ENSMUSG00000023993	Treml1
ENSMUST00000215237.1	ENSMUSG00000043354	Olfr577
ENSMUST00000214080.1	ENSMUSG00000043354	Olfr577
ENSMUST00000051505.1	ENSMUSG00000043354	Olfr577
ENSMUST00000166783.2	ENSMUSG00000032735	Ablim3
ENSMUST00000049378.14	ENSMUSG00000032735	Ablim3
ENSMUST00000098213.7	ENSMUSG00000073962	Olfr576
ENSMUST00000185326.2	ENSMUSG00000073962	Olfr576
ENSMUST00000031667.7	ENSMUSG00000029660	Tex26
ENSMUST00000201683.3	ENSMUSG00000029660	Tex26
ENSMUST00000202920.3	ENSMUSG00000029660	Tex26
ENSMUST00000050714.7	ENSMUSG00000046070	Igfals
ENSMUST00000031287.10	ENSMUSG00000029344	Tpst2
ENSMUST00000071455.5	ENSMUSG00000029344	Tpst2
ENSMUST00000151947.1	ENSMUSG00000029344	Tpst2
ENSMUST00000198502.1	ENSMUSG00000029344	Tpst2
ENSMUST00000042844.6	ENSMUSG00000041120	Nbl1
ENSMUST00000038343.6	ENSMUSG00000013418	B4galnt2
